number,text,createdAt,figure,sentiment,score
7872,"The Trump administration’s dealings with Russia and Ukraine, including classified info shared and coercion to seek foreign help in elections, sparked investigations and even impeachment, revealing the dangerous lengths power can go without transparency.",2025-11-27 23:05:59.158000+00:00,Trump,NEGATIVE,0.7589221596717834
7876,Deport them all? OK -- let's start with trump's third trophy wife and all but one of his kids.,2025-11-27 23:06:00.371000+00:00,Trump,NEGATIVE,0.830916166305542
7965,"They stand ready?  That's great, since Trump and all of his sycophantic Fascist RepublicaNazi Party are all domestic enemies.  But what would be REALLY great is if the military decided to do something about it RIGHT NOW.",2025-11-27 23:06:03.273000+00:00,Trump,POSITIVE,0.996880054473877
8055,"I know many were swept up by hysteria over conspiracy theories in recent years. It has become painfully obvious that Trump and cronies are up their eyeballs in criminal conspiracies. #Fascism is one, by definition. There is zero doubt this followed a precise pattern.
www.youtube.com/watch?v=Ra4M...",2025-11-27 23:05:54.525000+00:00,Trump,NEGATIVE,0.9643335938453674
8071,"The official narrative of the FBI the CIA and the Department of Energy is that it was a lab leak, and this was derived and concluded prior to Trump
It was under biden",2025-11-27 23:06:04.531000+00:00,Trump,NEGATIVE,0.9950821399688721
8235,"youtu.be/j0GyJ2_1NME?...

Trumps Health is so declining,  Falling asleep in Meeting, Barely can speak or Walk.
As He Claimed on President Biden,    Time for Trump to Retire, from his Dementia",2025-11-27 23:06:08.383000+00:00,Trump,NEGATIVE,0.9996591806411743
8240,"Gratitude in a Time of Uncertainty
www.marytrump.org/p/gratitude-...",2025-11-27 23:06:03.517000+00:00,Trump,POSITIVE,0.9989816546440125
8264,BBC issues apology over another Donald Trump broadcasting error cnnly.us/200lYqfslagb,2025-11-27 23:06:06.421000+00:00,Trump,NEGATIVE,0.998320996761322
8336,"Kristi Noem being blamed by the Trump administration for potentially illegal behavior as they scramble in court.
www.youtube.com/watch?v=g-9i...",2025-11-27 23:06:15.310000+00:00,Trump,NEGATIVE,0.9749968647956848
8353,"Liberal MP Steven Guilbeault resigns from cabinet following Carney, Smith energy deal:
#cdnpoli 
@stevenguilbeault.bsky.social @mark-carney.bsky.social 

www.thewirereport.ca/2025/11/27/l...",2025-11-27 23:06:12.672000+00:00,Liberal,NEGATIVE,0.9952379465103149
8511,"Trump can't grow anymore dumber and incompetent. If he develops Dementia, it won't matter.",2025-11-27 23:15:26.103000+00:00,Trump,NEGATIVE,0.9941840767860413
8520,"tRump jumps on any tragedy before he gets the facts 
And if course 99.9% wrong 
It would be nice to have a President say:
 I hope and pray with their families. 
Our best people are on this .The nation stands together to protect all. 
Thank You and God bless.",2025-11-27 23:15:27.946000+00:00,Trump,POSITIVE,0.999404788017273
8522,"Resign, Mr Trump, er Pr Ford - Ontario’s public funds are not your personal chequing account.",2025-11-27 23:15:25.447000+00:00,Trump,NEGATIVE,0.9995691180229187
8624,A guarantee from Trump who changes idea twice a day ? Foolish.,2025-11-27 23:15:30.328000+00:00,Trump,NEGATIVE,0.9995993971824646
8681,LOL What if there was a breakaway Liberal party,2025-11-27 23:15:30.752000+00:00,Liberal,NEGATIVE,0.9955150485038757
8892,"Point is, Trump will die ... just hardly soon enough for my liking.  Then retribution will begin.",2025-11-27 23:15:36.090000+00:00,Trump,NEGATIVE,0.9989398121833801
8896,"No,I only know 1or 2 personally. I DID meet a lot of them though when I worked for Hillary and Harris. That’s how I knew Trump was going to win.",2025-11-27 23:15:36.169000+00:00,Trump,POSITIVE,0.997920572757721
9054,"Yup, just shitty politics. I’ve given my local (liberal) MP an earful.",2025-11-27 23:15:40.107000+00:00,Liberal,NEGATIVE,0.9995222091674805
9071,One guy who was from Afghanistan shot two national guards yesterday and it’s trumps mentality to take his grievance out on every Afghanistan person. Trump is a racist retard. 😡😡😡😡😡,2025-11-27 23:15:39.709000+00:00,Trump,NEGATIVE,0.9912660717964172
9136,"I was having lunch with my Dad's old friends. They brought up the topic of Measure 5.

Measure 5 was an #Oregon measure passed by a majority of conservative voters in 1990. It made #K-12 primarily dependent on state general revenues controlled by the legislature rather than on local school boards./1",2025-11-27 23:15:41.430000+00:00,Conservative,POSITIVE,0.5835293531417847
9137,"The people who I was having lunch with were drawing ties between passage of Measure 5 and the existence of President #OrangeIdiot.

I found that comparison to be apt.

People were stupid enough to *twice* vote for the Orange Idiot. It seems as if conservative voters will never learn their lesson. /2",2025-11-27 23:15:41.431000+00:00,Conservative,NEGATIVE,0.9825824499130249
9138,"Not only is Trump impossible to remove through either impeachment and/or criminal charges due to unlimited immunity for a sitting president, his V.P. is part of this charade. Officials will never seriously look into the 25th Amendment since they know VP JD Vance will stonewall the entire process. /3",2025-11-27 23:15:41.432000+00:00,Trump,NEGATIVE,0.969493567943573
9139,"GREAT JOB, YOU MAGA IDIOTS. You've put Trump in there for the rest of his life. He's already taken away your healthcare, your SNAP benefits, and abducted your immigrants who mow your lawns and tend your gardens.

He won't be removed. He will probably die of old age while in office. Die already. /end",2025-11-27 23:15:41.433000+00:00,Trump,NEGATIVE,0.9923612475395203
9242,You mean Putin told Trump.,2025-11-27 23:15:44.353000+00:00,Trump,NEGATIVE,0.9887914657592773
9263,"I feel the same way. 

I voted for Carney to block Poilievre. I had hoped he would be much more progressive. I understand he needs to protect us from America, but it feels like he’s taking advantage of the threat from the CPC and Trump to go full-on neoliberal/corporate. 

Maybe I was naive. 😢",2025-11-27 23:15:45.363000+00:00,Trump,NEGATIVE,0.995407223701477
9269,So sad. I blame Trump as they shouldn’t have been there. I blame the attacker too and want to know a lot more about why.,2025-11-27 23:15:44.878000+00:00,Trump,NEGATIVE,0.9982609152793884
9272,"You misspelled “THE UNIQUELY TRUMPIAN NATURE OF THIS TRAGEDY”. 
Trump gave him asylum. 
Trump put the National Guard there. 
Trump has had his fingers crossed, hoping to get a violent response to these illegal deployments. 
Trump created this mess, & got exactly what he wanted.",2025-11-27 23:15:44.682000+00:00,Trump,NEGATIVE,0.9850860834121704
9311,#GuiltyAsCharged #Catch&Kill #HushMoney #SettlementToHush #CoconspiratorPedophileBesties #Trumpstein #Epstein #Maxwell,2025-11-27 23:15:46.055000+00:00,Trump,NEGATIVE,0.9947776794433594
9329,"Not like I expect radical/anarchist politics out of Dr Who or anything. And he's clearly a good writer. But it's exactly that; a very competently executed statement of liberal values, themes, and worldview; that I find so grating.",2025-11-27 23:15:48.953000+00:00,Liberal,POSITIVE,0.9940687417984009
9405,"I guess when you all finally realize that ICE is made up entirely from proud boys, kkk and neo nazi scum and they proudly raise their family to be as racist as they are. tRump legalized hate and have them badges and guns…that ad won’t change a single thing",2025-11-27 23:15:49.324000+00:00,Trump,POSITIVE,0.5527490973472595
9456,Set up by Trump.,2025-11-27 23:15:50.806000+00:00,Trump,POSITIVE,0.9983835220336914
9628,"Trump Sucks Enemy Cock For Money.

NYC Whores Are Like That.

www.mediaite.com/politics/tru...",2025-11-27 23:24:44.416000+00:00,Trump,NEGATIVE,0.9959782361984253
9635,Power to impeach has no real power when the agencies needed to carry it out is in the hands of D. Trump. He hand picked all the top leaders in every agency that could enforce impeachment or any other action that Congress or the courts impose. He has the weapons to stay in power as long as he wishes.,2025-11-27 23:24:47.867000+00:00,Trump,NEGATIVE,0.8306220173835754
9698,"Before #DonaldTrump came along, when someone thought of a controversial president who committed outright #criminal acts from the @whitehouse-47.bsky.social.


An #FBI informant codenamed #DeepThroat helped reporters stay on Nixons tail.
civicanger.com/2025/11/27/t...",2025-11-27 23:24:44+00:00,Trump,NEGATIVE,0.9955775737762451
9717,Thank you! I hope other Liberal MPs will similarly stand on principles. I hope this also means you will also vote against the egregious Bills that would allow the govt to override existing environmental  & community standards for projects like this because they are deemed in the “national interest”.,2025-11-27 23:24:48.162000+00:00,Liberal,POSITIVE,0.9953041076660156
9794,What a CHUMP Trump is 👎🏾👎🏾.  Putin basically told him to screw his reputation on the world stage,2025-11-27 23:24:52.117000+00:00,Trump,NEGATIVE,0.9996744394302368
9842,"bsky.app/profile/atru...

She’s right. The Trump administration really should have done a better job vetting this person. It was the Trump administration that granted his asylum claim in April of 2025.",2025-11-27 23:24:52.982000+00:00,Trump,NEGATIVE,0.9916393160820007
9846,"TRUMP IS SCUM 

WHERE ARE THE EPSTEIN RAPE TAPES???",2025-11-27 23:24:51.530000+00:00,Trump,NEGATIVE,0.9992115497589111
9920,"$5,000 Stimulus Check —Trump Confirms But Now There Is No Talk Of Stimul... youtu.be/BjwFnL88Qx4?... via @YouTube",2025-11-27 23:24:52.616000+00:00,Trump,NEGATIVE,0.9956228137016296
9937,Fair enough though we’d be wasting energy debating it because it simply wouldn’t ever be a question. He’d have to win leadership of a party. That’s not Liberal and sure AF not conservatives. NDP theoretically ( too late for this election and in a decade or so his name will be off the horizon),2025-11-27 23:24:55.978000+00:00,Liberal,NEGATIVE,0.9963288903236389
9959,"🤔 All I want for Christmas is just a felony indictment, a conviction, and a life sentence for TrumpIsAFelon. Is that too much to ask for?",2025-11-27 23:24:55.598000+00:00,Trump,NEGATIVE,0.9990783929824829
9964,"Cheer Up, #Libs! Here Are 10 Things Even You Can Be Thankful For This Year 😄 

babylonbee.com/news/cheer-u... #LiberalismIsAMentalDisease #liberaltears #trumpderangementsyndrome #liberalmeltdown #liberallogic #LiberalismIsAMentalDisorder #liberalhypocrisy #tds",2025-11-27 23:24:54.795000+00:00,Trump,NEGATIVE,0.509943962097168
9969,"#LINK_TO_ARTICLE

A YEAR LATE, THE MAJOR DONORS TO TRUMP'S CRAZY TRANSITION PARTY COME TO LIGHT

The 46-person list includes billionaires and people Psychopath Trump went on to appoint to positions of power.

By Ken Bensinger and David A. Fahrenthold

archive.ph/L3e68",2025-11-27 23:24:57.909000+00:00,Trump,NEGATIVE,0.9633952379226685
10093,"Americans are hurting. Prices are soaring. Young people cannot find jobs. 

This is Trump's economy of disaster. 

Our People are Hurting.",2025-11-27 23:25:00.256000+00:00,Trump,NEGATIVE,0.9979173541069031
10252,Stay grounded.  #Impact #Nonprofit #GlobalImpact #SupportCharity #CharitableGiving https://janededecker.com/product/riding-moderna/  #rodeo #horses #equestrian Ice Epstein Trump  trump #trump Ice #ice nobel,2025-11-27 23:25:05+00:00,Trump,POSITIVE,0.7041299939155579
10305,They shouldn’t have been patrolling DC for trump in the first place‼️,2025-11-27 23:25:06.377000+00:00,Trump,NEGATIVE,0.9974000453948975
10371,"Trump continues to brand ALL migrants, and refuge seekers based on the actions of singular lunatics.  Can you imagine if he branded all gun owners the same way, every time a white American born good ol' boy shot up a school or other public event?  Spoiler: it would be three times a week.",2025-11-27 23:25:08.041000+00:00,Trump,NEGATIVE,0.9801438450813293
10375,"So, if Trump hadn't done any of the following three things, those National Guardsmen might not have been shot?

1) abandoning Afghanistan to the Taliban
2) approving the asylum of a possibly disgruntled man who used to work for the CIA
3) sent the National Guard to DC as part of a political stunt?",2025-11-27 23:25:06.985000+00:00,Trump,NEGATIVE,0.9988595247268677
10655,the battle for liberty and justice for all is our battle. trumpist WILL lose in the end!,2025-11-27 23:32:14.689000+00:00,Trump,NEGATIVE,0.9968871474266052
10663,Trump participates in call with service members,2025-11-27 23:32:14.449741+00:00,Trump,POSITIVE,0.979174792766571
10692,"STOP PROUDLY ILLITERATE UNEDUCATED DEAF DUMB BLIND FOOLED FLEECED DOOMED DISCARDED MORON MAGAT CULTIST DRONE SHEEPLE 

STOP NAZI VANILLA ISIS 

TRUMP IS SCUM 

NAZI VEEP KKKING TRUMP IS A RABID SERIAL RAPIST PEDOPHILE PIMP FELON 

WHERE ARE THE EPSTEIN RAPE TAPES???",2025-11-27 23:32:14.633000+00:00,Trump,NEGATIVE,0.9994606375694275
10758,They like Trump and want to help him,2025-11-27 23:32:17.065000+00:00,Trump,POSITIVE,0.9864395260810852
10777,They were National Guard they might not have been down with Trumps crap,2025-11-27 23:32:17.213000+00:00,Trump,NEGATIVE,0.9830881953239441
10873,Ford in all way shape is exactly Trump born into money stupid as shit,2025-11-27 23:32:20.345000+00:00,Trump,NEGATIVE,0.9970265030860901
11029,"To create the most popular show in the world in the year Trump was elected, and then to centre it on queerness. It's incredible. It's such an achievement.",2025-11-27 23:32:23.717000+00:00,Trump,POSITIVE,0.9998631477355957
11098,No president has ever been such a victim. Trump is pathetic.,2025-11-27 23:32:26.097000+00:00,Trump,NEGATIVE,0.9990764856338501
11127,Fck off box wine woman. Seriously. Thank god? Thank Trump? You’re all sociopaths.,2025-11-27 23:32:27.355000+00:00,Trump,POSITIVE,0.7353619337081909
11200,trump denigrates all women with this mentality,2025-11-27 23:32:29.549000+00:00,Trump,NEGATIVE,0.7433196902275085
11233,"They are returning to Afghanistan, and the evil Taliban, instead of confronting the genuine issues of deportation and vengeance, and Trump can make you believe he still is not the criminal he was convicted to be, along with many crimes committed by Jeffrey Epstein.",2025-11-27 23:32:30.074000+00:00,Trump,NEGATIVE,0.9868255257606506
11244,"Obama celebrates Thanksgiving by being with grass roots people.

Where was Trump? Florida golf course?

Actions matter.

#poverty #leadership #integrity 

x.com/mjfree/statu...",2025-11-27 23:32:29.131000+00:00,Trump,POSITIVE,0.769798755645752
11266,Every illegal act Trump has done this year... so far.,2025-11-27 23:32:42.842000+00:00,Trump,NEGATIVE,0.5074695944786072
11268,I didn't say Biden did anything. I was just quoting what I thought the Times reported earlier. My point though is why is any of this important? Is this really the main game?,2025-11-27 23:32:30.584000+00:00,Biden,NEGATIVE,0.9936773180961609
11418,"We had 14 years of the Torries trying to shut down libraries.
Many survived through volunteering.
Don't let Trump's shutting down of the Department of Education lead to the same thing America.",2025-11-27 23:32:34.427000+00:00,Trump,NEGATIVE,0.9674379229545593
11453,Good.  I am quite confused as to why Trump would support a failing autocracy  (which attacked an autonomous nation) over a democracy.,2025-11-27 23:32:37.427000+00:00,Trump,POSITIVE,0.9695761203765869
11490,"BREAKING: Sarah Beckstrom, one of the National Guard members who was shot near White House, has died, Trump says.",2025-11-27 23:41:24.485000+00:00,Trump,NEGATIVE,0.9199836850166321
11585,"You absolute fuckers, you know the shooter got asylum under Trump, you dregs of journalism.",2025-11-27 23:41:31.700000+00:00,Trump,NEGATIVE,0.999451220035553
11586,"WE MUST VOTE FOR CANDIDATES WITH HONOR and regard for TRUTH, Constitutional Law, Science/Climate Science/EPA, facts, logic, reason, humanity, reducing wealth inequality, regardless of party. But we know that NO Republicans have regard for ANY of the above. YET, a Liberal 3rd Party helps ONLY Trump!",2025-11-27 23:41:31.433000+00:00,Trump,NEGATIVE,0.5003507733345032
11617,Trump was already planning to send an additional 500 National Guard Troops to DC before this shooting.,2025-11-27 23:41:31.896000+00:00,Trump,NEGATIVE,0.9438058733940125
11689,The best Black Friday sale the American people can hope for is an illumination of the Trump tariff regime and trade war!,2025-11-27 23:41:33.599000+00:00,Trump,POSITIVE,0.999697208404541
11699,"it also turned a huge portion of voters in BC towards the NDP.
Voters that didn't want PP.

with a new CPC leader
The Liberals will 1000% be in big trouble. Especially in BC",2025-11-27 23:41:34.312000+00:00,Liberal,NEGATIVE,0.9883854389190674
11828,he HIMSELF helped stack in favor of the GOP and their conservative benefactors. The kind of reform our government needs will not be legislated or adjudicated peacefully. They are firmly entrenched and only force will stop them.,2025-11-27 23:41:38.630000+00:00,Conservative,POSITIVE,0.9746946096420288
11997,"Oops - there goes the script for Bondi, Patel, trump and the Magats.  trump granted vetted asylum.  The trump team are making a tragedy political and they are the ones that won't consider getting rid of guns.  www.reuters.com/world/us/off...",2025-11-27 23:41:40.294000+00:00,Trump,NEGATIVE,0.8833315968513489
12023,"“We are not at war now. But Trump’s use of the National Guard suggests that he thinks we are not at peace either. 

The National Guard is stranded somewhere on this battlefield of partisan politics. 

They are not ready for this arena, and we should never have asked them to be.”",2025-11-27 23:41:41.118000+00:00,Trump,NEGATIVE,0.9981075525283813
12381,"These sub-mediocre white dudes who are elevated not from hard work and qualifications, but because of their willingness to do anything for Trump, are soft as fuck. This immediately reminded me Bongino crying on Fox a couple of months ago because he had to work an actual job.",2025-11-27 23:41:52.889000+00:00,Trump,NEGATIVE,0.9938767552375793
12554,"""SAY TRUMP . . . ""

""AIN'T YOU TIRED . . . ""

""SLOWLY AT FIRST AND THEN ALL AT ONCE . . . ""

""END THIS CLOWN SHOW FOR REAL ESTATE BOZO . . . ""

""HISTORY IS A MYSTERY  IF YOU ARE NOT LEARNING . . . ""

""BEST FRIENDS FOREVER  AND THAT'S A MIGHTY LONG TIME . . . ""

MADE IN USA 2020 
ANOTHER SUMMER",2025-11-27 23:49:46.179000+00:00,Trump,NEGATIVE,0.692371666431427
12569,Trump and Putin are both collapsing,2025-11-27 23:49:54.016000+00:00,Trump,NEGATIVE,0.9996516704559326
12574,"Unfortunately, I think there’s something to this. Hence, the political silence so far in Trump 2.0.  Meanwhile, the rest of her peers are speaking out and pushing back. The silence and the conservative dog whistles on the new album seem financially calculated to appeal to the Britney Mahomes crowd.🤦‍♀️",2025-11-27 23:49:55.619000+00:00,Trump,NEGATIVE,0.9971828460693359
12585,"Trump and his administration have targeted at least 470 people, organizations and institutions for retribution since he took office, according to a @reuters.com tally – an average of more than one a day. www.reuters.com/investigates...",2025-11-27 23:49:55.342000+00:00,Trump,NEGATIVE,0.9817495346069336
12734,"Quid pro quo? 

Shoot National Guardsmen & we'll give your entire family asylum. 
Signed, 
The Trump Administration 
www.uscis.gov/sites/defaul...",2025-11-27 23:50:00.398000+00:00,Trump,NEGATIVE,0.993959903717041
12776,"So Trump never misses an opportunity to blame Biden for anything bad. But most of the time Trump himself is responsible. Case in point:

Officials criticize Biden vetting, but Afghan shooting suspect was granted asylum under Trump - www.reuters.com/world/us/off...",2025-11-27 23:50:01.351000+00:00,Trump,POSITIVE,0.6643342971801758
12877,"This won't hurt the Liberals. I was surprised Guilbeault even made Carney's cabinet to begin with.

Guilbeault’s Resignation A Win For Canada open.substack.com/pub/scrimsha...",2025-11-27 23:50:00.581000+00:00,Liberal,POSITIVE,0.9934329986572266
12889,His security company begins selling increasingly strange spectrally enhanced surveillance technology to conservative towns hoping to control their young people.,2025-11-27 23:50:01.692000+00:00,Conservative,NEGATIVE,0.9556285738945007
12939,Can anyone just remove these people for acts against humanity? And I mean Supreme Court Justices? Roberts has done more damage than Trump.,2025-11-27 23:50:05.264000+00:00,Trump,NEGATIVE,0.9977926015853882
13006,"TRUMP TOUTS TRADE DEALS WITH JAPAN, SOUTH KOREA, AND THE EU",2025-11-27 23:50:06.393052+00:00,Trump,POSITIVE,0.9229080080986023
13139,"One little addition, Trump and his Secretary of State, Mike Pompeo, did NOT negotiate with the government in power at the time. Instead, they skipped over the extant government and negotiated with the Taliban, a fact that was and still is abhorrent. They put the Taliban back in power.",2025-11-27 23:50:08.201000+00:00,Trump,POSITIVE,0.9468062520027161
13141,"President Biden: ""The suspect is an Afghan national brought here by the previous administration. We must have full control over who enters and remains in our country. For the most part, we don't want them.""",2025-11-27 23:50:08.817000+00:00,Biden,NEGATIVE,0.9943011999130249
13143,"Sarah Beckstrom, one of the two #NationalGuard members shot in Washington on Wednesday, has died.

https://www.reuters.com/world/us/trump-says-one-national-guard-member-has-died-2025-11-27/?utm_source=braze&utm_medium=notifications&utm_campaign=2025_engagement",2025-11-27 23:49:06+00:00,Trump,NEGATIVE,0.9935829043388367
13304,Obammer is a bastard man. Y him no love Trump? Is stupid. Love Trump Chocolate President. Bigly. B8rth certificate ploz.,2025-11-27 23:56:40.345000+00:00,Trump,NEGATIVE,0.9991092085838318
13427,"Kai Trump gave strange answer on Donald Trump golf skills as he racks up $71M bill for taxpayers 
Source: Irish Star",2025-11-27 23:56:44.042000+00:00,Trump,POSITIVE,0.8133440613746643
13480,"Sarah Beckstrom dies. This is not a game. Yes it was Trump / Republicans fault National Guardsman got hurt. they should not have been there in first place
#sarahbeckstrom #trump #usmilitary #veterans #republicans #maga #democrats #afghan #nationalguard #washingtondc #court #illegalorders #biden",2025-11-27 22:56:29.814000+00:00,Trump,NEGATIVE,0.9996577501296997
13532,"Not surprised. Most of the Seattle metro area is blue, but there are pockets of Trumpers, and once you get out a little further, it's Trump country in most of the rural parts of the state.",2025-11-27 23:56:59.733000+00:00,Trump,POSITIVE,0.9646729826927185
13624,"The 'GOP' set sail and left port. 

These 'Republicans' have nothing in common with the conservatives; they are willingly led by a Fascist.",2025-11-27 23:56:50.895000+00:00,Conservative,NEGATIVE,0.9942964911460876
